transaction_id,customer_id,customer_name,product_id,product_name,transaction_date,quantity,unit_price,revenue
T00238,C0061,Zenith Diagnostics Hyderabad Branch 8,SP005,OMEP 20MG,2026-01-19,34,75.0,2550.0
T00239,C0119,Nova Health Distributors Chennai Branch 15,SP003,ATORVA 10MG,2026-02-18,22,75.0,1650.0
T00240,C0095,Nova Health Distributors Chennai Branch 12,SP003,ATORVA 10MG,2026-06-20,34,75.0,2550.0
T00241,C0025,Apollo Hospitals Hyderabad Branch 4,SP006,CETI 10MG,2026-01-20,1,240.0,240.0
T00242,C0033,  aarav pharmacy mumbai 033  ,SP006,CETI 10MG,2026-02-05,42,75.0,3150.0
T00243,C0030,Meera Pharmacy Delhi 030,SP001,AMOX 500MG,2026-02-16,48,42.5,2040.0
T00244,C0065,Apollo Hospitals Chennai Branch 9,SP004,PCM 650MG,2026-03-18,33,240.0,7920.0
T00245,C0116,Carewell Medical Centre Bangalore Branch 15,SP003,ATORVA 10MG,2026-01-05,38,120.0,4560.0
T00246,C0032,Medisource Pharmacy Bangalore Branch 4 Pvt. Ltd.,SP006,CETI 10MG,2026-06-09,41,120.0,4920.0
T00247,C0003,Ishaan Pharmacy Mumbai 003,SP002,MET 500MG,2026-02-14,48,185.5,8904.0
T00248,C0035,Green Valley Pharmacy Chennai Branch 5,SP006,CETI 10MG,2026-06-11,26,120.0,3120.0
T00249,C0096,Nisha Pharmacy Delhi 096 Pvt. Ltd.,SP004,PCM 650MG,2026-04-19,39,75.0,2925.0
T00250,C0104,Medisource Pharmacy Bangalore Branch 13 Pvt. Ltd.,SP001,AMOX 500MG,2026-01-17,30,240.0,7200.0
T00251,C0007,Nova Health Distributors Hyderabad Branch 1,SP001,AMOX 500MG,2026-02-25,24,42.5,1020.0
T00252,C0060,Kavya Pharmacy Delhi 060,SP002,MET 500MG,2026-02-21,10,185.5,1855.0
T00253,C0050,Sunrise Clinic Bangalore Branch 7,SP002,MET 500MG,2026-04-09,20,185.5,3710.0
T00254,C0055,  nova health distributors hyderabad branch 7  ,SP002,MET 500MG,2026-05-12,10,240.0,2400.0
T00255,C0048,Nisha Pharmacy Delhi 048 Pvt. Ltd.,SP002,MET 500MG,2026-04-16,11,240.0,2640.0
T00256,C0032,Medisource Pharmacy Bangalore Branch 4 Pvt. Ltd.,SP002,MET 500MG,2026-02-02,29,42.5,1232.5
T00257,C0042,Diya Pharmacy Delhi 042,SP006,CETI 10MG,2026-07-21,27,240.0,6480.0
T00258,C0027,Ishaan Pharmacy Mumbai 027,SP002,MET 500MG,2026-03-12,8,185.5,1484.0
T00259,C0041,Apollo Hospitals Chennai Branch 6,SP003,ATORVA 10MG,2026-06-12,7,120.0,840.0
T00260,C0009,Aarav Pharmacy Mumbai 009,SP005,OMEP 20MG,2026-04-05,15,75.0,1125.0
T00261,C0020,Carewell Medical Centre Bangalore Branch 3,SP002,MET 500MG,2026-04-26,21,240.0,5040.0
T00262,C0116,Carewell Medical Centre Bangalore Branch 15,SP001,AMOX 500MG,2026-03-23,8,42.5,340.0
T00263,C0036,Kavya Pharmacy Delhi 036,SP005,OMEP 20MG,2026-06-18,48,120.0,5760.0
T00264,C0048,Nisha Pharmacy Delhi 048 Pvt. Ltd.,SP005,OMEP 20MG,2026-01-14,1,75.0,75.0
T00265,C0099,  ishaan pharmacy mumbai 099  ,SP002,MET 500MG,2026-02-12,34,240.0,8160.0
T00266,C0026,Sunrise Clinic Bangalore Branch 4,SP001,AMOX 500MG,2026-05-16,5,75.0,375.0
T00267,C0072,Nisha Pharmacy Delhi 072 Pvt. Ltd.,SP003,ATORVA 10MG,2026-01-21,8,120.0,960.0
T00268,C0049,Apollo Hospitals Hyderabad Branch 7,SP002,MET 500MG,2026-06-09,16,120.0,1920.0
T00269,C0102,Meera Pharmacy Delhi 102,SP002,MET 500MG,2026-02-07,25,42.5,1062.5
T00270,C0071,Nova Health Distributors Chennai Branch 9,SP006,CETI 10MG,2026-07-14,3,240.0,720.0
T00271,C0038,Lifeline Hospital Bangalore Branch 5,SP004,PCM 650MG,2026-04-07,45,120.0,5400.0
T00272,C0061,Zenith Diagnostics Hyderabad Branch 8,SP001,AMOX 500MG,2026-01-27,35,185.5,6492.5
T00273,C0018,Diya Pharmacy Delhi 018,SP002,MET 500MG,2026-02-28,37,240.0,8880.0
T00274,C0008,Medisource Pharmacy Bangalore Branch 1 Pvt. Ltd.,SP001,AMOX 500MG,2026-03-21,8,240.0,1920.0
T00275,C0053,Zenith Diagnostics Chennai Branch 7,SP002,MET 500MG,2026-07-02,48,75.0,3600.0
T00276,C0011,  green valley pharmacy chennai branch 2  ,SP004,PCM 650MG,2026-04-18,20,120.0,2400.0
T00277,C0054,Meera Pharmacy Delhi 054,SP001,AMOX 500MG,2026-04-18,14,75.0,1050.0
T00278,C0067,Green Valley Pharmacy Hyderabad Branch 9,SP004,PCM 650MG,2026-02-22,11,240.0,2640.0
T00279,C0043,Green Valley Pharmacy Hyderabad Branch 6,SP002,MET 500MG,2026-01-15,35,42.5,1487.5
T00280,C0081,Aarav Pharmacy Mumbai 081,SP003,ATORVA 10MG,2026-04-25,37,240.0,8880.0
T00281,C0039,Arjun Pharmacy Mumbai 039,SP002,MET 500MG,2026-06-02,17,240.0,4080.0
T00282,C0056,Medisource Pharmacy Bangalore Branch 7 Pvt. Ltd.,SP001,AMOX 500MG,2026-03-23,10,120.0,1200.0
T00283,C0114,Diya Pharmacy Delhi 114,SP001,AMOX 500MG,2026-01-12,16,185.5,2968.0
T00284,C0087,Arjun Pharmacy Mumbai 087,SP003,ATORVA 10MG,2026-06-22,17,120.0,2040.0
T00285,C0103,Nova Health Distributors Hyderabad Branch 13,SP001,AMOX 500MG,2026-05-06,43,120.0,5160.0
T00286,C0067,Green Valley Pharmacy Hyderabad Branch 9,SP005,OMEP 20MG,2026-04-14,47,120.0,5640.0
T00287,C0080,Medisource Pharmacy Bangalore Branch 10 Pvt. Ltd.,SP001,AMOX 500MG,2026-02-04,16,120.0,1920.0
T00288,C0112,Medisource Pharmacy Pune Branch 14 Pvt. Ltd.,SP003,ATORVA 10MG,2026-03-13,15,42.5,637.5
T00289,C0105,Aarav Pharmacy Mumbai 105,SP002,MET 500MG,2026-02-28,42,240.0,10080.0
T00290,C0058,Sunrise Clinic Pune Branch 8,SP003,ATORVA 10MG,2026-01-24,1,185.5,185.5
T00291,C0044,  carewell medical centre bangalore branch 6  ,SP001,AMOX 500MG,2026-03-23,26,42.5,1105.0
T00292,C0003,Ishaan Pharmacy Mumbai 003,SP003,ATORVA 10MG,2026-01-08,23,75.0,1725.0
T00293,C0105,Aarav Pharmacy Mumbai 105,SP003,ATORVA 10MG,2026-03-02,19,120.0,2280.0
T00294,C0038,Lifeline Hospital Bangalore Branch 5,SP004,PCM 650MG,2026-03-27,7,42.5,297.5
T00295,C0110,  lifeline hospital bangalore branch 14  ,SP004,PCM 650MG,2026-03-26,25,240.0,6000.0
T00296,C0058,Sunrise Clinic Pune Branch 8,SP003,ATORVA 10MG,2026-02-05,12,240.0,2880.0
T00297,C0059,Green Valley Pharmacy Chennai Branch 8,SP001,AMOX 500MG,2026-07-07,48,240.0,11520.0
T00298,C0067,Green Valley Pharmacy Hyderabad Branch 9,SP004,PCM 650MG,2026-04-13,20,240.0,4800.0
T00299,C0016,Medisource Pharmacy Pune Branch 2 Pvt. Ltd.,SP003,ATORVA 10MG,2026-01-06,40,120.0,4800.0
T00300,C0036,Kavya Pharmacy Delhi 036,SP005,OMEP 20MG,2026-04-18,10,75.0,750.0
T00301,C0095,Nova Health Distributors Chennai Branch 12,SP004,PCM 650MG,2026-01-20,13,120.0,1560.0
T00302,C0076,Carewell Medical Centre Pune Branch 10,SP002,MET 500MG,2026-02-23,28,120.0,3360.0
T00303,C0060,Kavya Pharmacy Delhi 060,SP001,AMOX 500MG,2026-04-08,6,120.0,720.0
T00304,C0013,Zenith Diagnostics Hyderabad Branch 2,SP006,CETI 10MG,2026-07-21,44,75.0,3300.0
T00305,C0004,Carewell Medical Centre Pune Branch 1,SP002,MET 500MG,2026-02-04,38,120.0,4560.0
T00306,C0118,Lifeline Hospital Pune Branch 15,SP003,ATORVA 10MG,2026-03-06,21,42.5,892.5
T00307,C0046,Lifeline Hospital Pune Branch 6,SP003,ATORVA 10MG,2026-03-27,32,120.0,3840.0
T00308,C0048,Nisha Pharmacy Delhi 048 Pvt. Ltd.,SP001,AMOX 500MG,2026-06-27,35,42.5,1487.5
T00309,C0102,Meera Pharmacy Delhi 102,SP005,OMEP 20MG,2026-03-02,25,120.0,3000.0
T00310,C0070,Lifeline Hospital Pune Branch 9,SP003,ATORVA 10MG,2026-07-13,2,185.5,371.0
T00311,C0104,Medisource Pharmacy Bangalore Branch 13 Pvt. Ltd.,SP001,AMOX 500MG,2026-06-02,22,42.5,935.0
T00312,C0013,Zenith Diagnostics Hyderabad Branch 2,SP005,OMEP 20MG,2026-05-28,15,185.5,2782.5
T00313,C0050,Sunrise Clinic Bangalore Branch 7,SP004,PCM 650MG,2026-05-08,1,240.0,240.0
T00314,C0082,Sunrise Clinic Pune Branch 11,SP001,AMOX 500MG,2026-01-23,19,75.0,1425.0
T00315,C0014,Lifeline Hospital Bangalore Branch 2,SP005,OMEP 20MG,2026-01-12,17,240.0,4080.0
T00316,C0065,Apollo Hospitals Chennai Branch 9,SP003,ATORVA 10MG,2026-02-22,21,185.5,3895.5
T00317,C0093,Rohan Pharmacy Mumbai 093,SP003,ATORVA 10MG,2026-07-26,50,120.0,6000.0
T00318,C0114,Diya Pharmacy Delhi 114,SP004,PCM 650MG,2026-06-28,22,120.0,2640.0
T00319,C0053,Zenith Diagnostics Chennai Branch 7,SP005,OMEP 20MG,2026-05-16,41,75.0,3075.0
T00320,C0096,Nisha Pharmacy Delhi 096 Pvt. Ltd.,SP001,AMOX 500MG,2026-07-20,15,185.5,2782.5
T00321,C0031,Nova Health Distributors Hyderabad Branch 4,SP004,PCM 650MG,2026-03-21,24,120.0,2880.0
T00322,C0072,Nisha Pharmacy Delhi 072 Pvt. Ltd.,SP003,ATORVA 10MG,2026-01-03,17,75.0,1275.0
T00323,C0015,Arjun Pharmacy Mumbai 015,SP003,ATORVA 10MG,2026-03-07,14,75.0,1050.0
T00324,C0076,Carewell Medical Centre Pune Branch 10,SP005,OMEP 20MG,2026-04-23,26,75.0,1950.0
T00325,C0094,Lifeline Hospital Pune Branch 12,SP005,OMEP 20MG,2026-07-20,5,120.0,600.0
T00326,C0107,Green Valley Pharmacy Chennai Branch 14,SP006,CETI 10MG,2026-03-20,11,240.0,2640.0
T00327,C0110,  lifeline hospital bangalore branch 14  ,SP003,ATORVA 10MG,2026-07-09,12,42.5,510.0
T00328,C0110,  lifeline hospital bangalore branch 14  ,SP005,OMEP 20MG,2026-01-06,28,75.0,2100.0
T00329,C0117,Rohan Pharmacy Mumbai 117,SP006,CETI 10MG,2026-01-13,14,185.5,2597.0
T00330,C0029,Zenith Diagnostics Chennai Branch 4,SP001,AMOX 500MG,2026-04-11,13,42.5,552.5
T00331,C0076,Carewell Medical Centre Pune Branch 10,SP005,OMEP 20MG,2026-01-26,21,42.5,892.5
T00332,C0115,Green Valley Pharmacy Hyderabad Branch 15,SP006,CETI 10MG,2026-07-17,39,185.5,7234.5
T00333,C0010,Sunrise Clinic Pune Branch 2,SP004,PCM 650MG,2026-07-28,10,120.0,1200.0
T00334,C0081,Aarav Pharmacy Mumbai 081,SP001,AMOX 500MG,2026-06-11,12,120.0,1440.0
T00335,C0046,Lifeline Hospital Pune Branch 6,SP003,ATORVA 10MG,2026-01-23,28,120.0,3360.0
T00336,C0074,Sunrise Clinic Bangalore Branch 10,SP002,MET 500MG,2026-02-08,4,75.0,300.0
T00337,C0047,Nova Health Distributors Chennai Branch 6,SP006,CETI 10MG,2026-04-08,25,185.5,4637.5
T00338,C0020,Carewell Medical Centre Bangalore Branch 3,SP001,AMOX 500MG,2026-03-16,35,75.0,2625.0
T00339,C0077,  zenith diagnostics chennai branch 10  ,SP006,CETI 10MG,2026-04-06,13,240.0,3120.0
T00340,C0103,Nova Health Distributors Hyderabad Branch 13,SP002,MET 500MG,2026-01-26,42,42.5,1785.0
T00341,C0084,Kavya Pharmacy Delhi 084,SP002,MET 500MG,2026-02-11,9,75.0,675.0
T00342,C0026,Sunrise Clinic Bangalore Branch 4,SP005,OMEP 20MG,2026-01-08,47,185.5,8718.5
T00343,C0014,Lifeline Hospital Bangalore Branch 2,SP002,MET 500MG,2026-03-12,25,42.5,1062.5
T00344,C0094,Lifeline Hospital Pune Branch 12,SP006,CETI 10MG,2026-03-07,33,75.0,2475.0
T00345,C0009,Aarav Pharmacy Mumbai 009,SP001,AMOX 500MG,2026-06-27,2,42.5,85.0
T00346,C0042,Diya Pharmacy Delhi 042,SP005,OMEP 20MG,2026-02-02,19,185.5,3524.5
T00347,C0029,Zenith Diagnostics Chennai Branch 4,SP005,OMEP 20MG,2026-01-08,31,120.0,3720.0
T00348,C0002,Sunrise Clinic Bangalore Branch 1,SP004,PCM 650MG,2026-07-06,7,185.5,1298.5
T00349,C0043,Green Valley Pharmacy Hyderabad Branch 6,SP005,OMEP 20MG,2026-04-26,34,120.0,4080.0
T00350,C0056,Medisource Pharmacy Bangalore Branch 7 Pvt. Ltd.,SP002,MET 500MG,2026-05-07,7,240.0,1680.0
T00351,C0028,Carewell Medical Centre Pune Branch 4,SP002,MET 500MG,2026-02-18,31,185.5,5750.5
T00352,C0034,Sunrise Clinic Pune Branch 5,SP006,CETI 10MG,2026-03-06,30,42.5,1275.0
T00353,C0016,Medisource Pharmacy Pune Branch 2 Pvt. Ltd.,SP002,MET 500MG,2026-07-14,8,42.5,340.0
T00354,C0083,Green Valley Pharmacy Chennai Branch 11,SP002,MET 500MG,2026-04-04,40,120.0,4800.0
T00355,C0081,Aarav Pharmacy Mumbai 081,SP004,PCM 650MG,2026-04-14,13,185.5,2411.5
T00356,C0044,  carewell medical centre bangalore branch 6  ,SP006,CETI 10MG,2026-02-23,26,185.5,4823.0
T00357,C0109,Zenith Diagnostics Hyderabad Branch 14,SP001,AMOX 500MG,2026-04-08,12,240.0,2880.0
T00358,C0112,Medisource Pharmacy Pune Branch 14 Pvt. Ltd.,SP003,ATORVA 10MG,2026-01-14,7,42.5,297.5
T00359,C0106,Sunrise Clinic Pune Branch 14,SP004,PCM 650MG,2026-02-19,29,42.5,1232.5
T00360,C0081,Aarav Pharmacy Mumbai 081,SP002,MET 500MG,2026-07-27,30,42.5,1275.0
T00361,C0097,Apollo Hospitals Hyderabad Branch 13,SP006,CETI 10MG,2026-04-11,23,42.5,977.5
T00362,C0088,Medisource Pharmacy Pune Branch 11 Pvt. Ltd.,SP004,PCM 650MG,2026-03-16,36,42.5,1530.0
T00363,C0048,Nisha Pharmacy Delhi 048 Pvt. Ltd.,SP001,AMOX 500MG,2026-02-15,36,185.5,6678.0
T00364,C0111,Arjun Pharmacy Mumbai 111,SP003,ATORVA 10MG,2026-05-28,44,185.5,8162.0
T00365,C0109,Zenith Diagnostics Hyderabad Branch 14,SP006,CETI 10MG,2026-05-24,7,185.5,1298.5
T00366,C0019,Green Valley Pharmacy Hyderabad Branch 3,SP001,AMOX 500MG,2026-05-01,25,42.5,1062.5
T00367,C0033,  aarav pharmacy mumbai 033  ,SP006,CETI 10MG,2026-02-21,26,75.0,1950.0
T00368,C0035,Green Valley Pharmacy Chennai Branch 5,SP004,PCM 650MG,2026-02-19,31,185.5,5750.5
T00369,C0068,Carewell Medical Centre Bangalore Branch 9,SP003,ATORVA 10MG,2026-04-04,32,75.0,2400.0
T00370,C0017,Apollo Hospitals Chennai Branch 3,SP001,AMOX 500MG,2026-05-07,34,240.0,8160.0
T00371,C0097,Apollo Hospitals Hyderabad Branch 13,SP001,AMOX 500MG,2026-06-22,19,42.5,807.5
T00372,C0076,Carewell Medical Centre Pune Branch 10,SP006,CETI 10MG,2026-06-04,8,185.5,1484.0
T00373,C0023,Nova Health Distributors Chennai Branch 3,SP002,MET 500MG,2026-02-20,30,240.0,7200.0
T00374,C0008,Medisource Pharmacy Bangalore Branch 1 Pvt. Ltd.,SP004,PCM 650MG,2026-04-21,36,240.0,8640.0
T00375,C0116,Carewell Medical Centre Bangalore Branch 15,SP005,OMEP 20MG,2026-07-15,42,185.5,7791.0
T00376,C0088,Medisource Pharmacy Pune Branch 11 Pvt. Ltd.,SP003,ATORVA 10MG,2026-04-18,26,75.0,1950.0
T00377,C0117,Rohan Pharmacy Mumbai 117,SP003,ATORVA 10MG,2026-05-26,16,42.5,680.0
T00378,C0030,Meera Pharmacy Delhi 030,SP006,CETI 10MG,2026-04-02,42,75.0,3150.0
T00379,C0004,Carewell Medical Centre Pune Branch 1,SP001,AMOX 500MG,2026-06-18,14,75.0,1050.0
T00380,C0011,  green valley pharmacy chennai branch 2  ,SP005,OMEP 20MG,2026-03-26,41,120.0,4920.0
T00381,C0008,Medisource Pharmacy Bangalore Branch 1 Pvt. Ltd.,SP004,PCM 650MG,2026-06-10,39,120.0,4680.0
T00382,C0029,Zenith Diagnostics Chennai Branch 4,SP002,MET 500MG,2026-02-08,30,42.5,1275.0
T00383,C0035,Green Valley Pharmacy Chennai Branch 5,SP003,ATORVA 10MG,2026-04-14,42,75.0,3150.0
T00384,C0084,Kavya Pharmacy Delhi 084,SP004,PCM 650MG,2026-03-04,41,120.0,4920.0
T00385,C0086,Lifeline Hospital Bangalore Branch 11,SP005,OMEP 20MG,2026-01-10,46,42.5,1955.0
T00386,C0070,Lifeline Hospital Pune Branch 9,SP002,MET 500MG,2026-04-10,27,240.0,6480.0
T00387,C0047,Nova Health Distributors Chennai Branch 6,SP003,ATORVA 10MG,2026-07-20,8,120.0,960.0
T00388,C0040,Medisource Pharmacy Pune Branch 5 Pvt. Ltd.,SP006,CETI 10MG,2026-02-17,13,75.0,975.0
T00389,C0068,Carewell Medical Centre Bangalore Branch 9,SP002,MET 500MG,2026-04-17,44,240.0,10560.0
T00390,C0002,Sunrise Clinic Bangalore Branch 1,SP003,ATORVA 10MG,2026-04-23,42,42.5,1785.0
T00391,C0097,Apollo Hospitals Hyderabad Branch 13,SP002,MET 500MG,2026-04-24,3,42.5,127.5
T00392,C0084,Kavya Pharmacy Delhi 084,SP001,AMOX 500MG,2026-05-28,2,75.0,150.0
T00393,C0056,Medisource Pharmacy Bangalore Branch 7 Pvt. Ltd.,SP004,PCM 650MG,2026-04-25,1,240.0,240.0
T00394,C0035,Green Valley Pharmacy Chennai Branch 5,SP005,OMEP 20MG,2026-05-04,20,42.5,850.0
T00395,C0057,Aarav Pharmacy Mumbai 057,SP004,PCM 650MG,2026-03-20,14,42.5,595.0
T00396,C0094,Lifeline Hospital Pune Branch 12,SP003,ATORVA 10MG,2026-07-07,39,75.0,2925.0
T00397,C0079,Nova Health Distributors Hyderabad Branch 10,SP001,AMOX 500MG,2026-01-22,39,42.5,1657.5
T00398,C0103,Nova Health Distributors Hyderabad Branch 13,SP004,PCM 650MG,2026-03-28,31,185.5,5750.5
T00399,C0071,Nova Health Distributors Chennai Branch 9,SP002,MET 500MG,2026-07-02,30,75.0,2250.0
T00400,C0032,Medisource Pharmacy Bangalore Branch 4 Pvt. Ltd.,SP002,MET 500MG,2026-07-17,12,120.0,1440.0
T00401,C0112,Medisource Pharmacy Pune Branch 14 Pvt. Ltd.,SP003,ATORVA 10MG,2026-01-12,41,185.5,7605.5
T00402,C0018,Diya Pharmacy Delhi 018,SP002,MET 500MG,2026-06-02,21,75.0,1575.0
T00403,C0092,Carewell Medical Centre Bangalore Branch 12,SP005,OMEP 20MG,2026-02-23,18,42.5,765.0
T00404,C0019,Green Valley Pharmacy Hyderabad Branch 3,SP001,AMOX 500MG,2026-02-09,12,185.5,2226.0
T00405,C0101,Zenith Diagnostics Chennai Branch 13,SP005,OMEP 20MG,2026-06-24,30,42.5,1275.0
T00406,C0118,Lifeline Hospital Pune Branch 15,SP001,AMOX 500MG,2026-03-10,12,120.0,1440.0
T00407,C0002,Sunrise Clinic Bangalore Branch 1,SP003,ATORVA 10MG,2026-05-10,42,120.0,5040.0
T00408,C0059,Green Valley Pharmacy Chennai Branch 8,SP005,OMEP 20MG,2026-05-02,50,42.5,2125.0
T00409,C0020,Carewell Medical Centre Bangalore Branch 3,SP006,CETI 10MG,2026-04-11,33,75.0,2475.0
T00410,C0048,Nisha Pharmacy Delhi 048 Pvt. Ltd.,SP002,MET 500MG,2026-07-07,45,240.0,10800.0
T00411,C0092,Carewell Medical Centre Bangalore Branch 12,SP005,OMEP 20MG,2026-07-25,23,120.0,2760.0
T00412,C0066,  diya pharmacy delhi 066  ,SP005,OMEP 20MG,2026-04-17,50,75.0,3750.0
T00413,C0063,Arjun Pharmacy Mumbai 063,SP001,AMOX 500MG,2026-06-25,45,42.5,1912.5
T00414,C0080,Medisource Pharmacy Bangalore Branch 10 Pvt. Ltd.,SP001,AMOX 500MG,2026-03-04,40,120.0,4800.0
T00415,C0087,Arjun Pharmacy Mumbai 087,SP003,ATORVA 10MG,2026-02-23,23,75.0,1725.0
T00416,C0023,Nova Health Distributors Chennai Branch 3,SP003,ATORVA 10MG,2026-06-20,23,120.0,2760.0
T00417,C0097,Apollo Hospitals Hyderabad Branch 13,SP005,OMEP 20MG,2026-01-24,37,75.0,2775.0
T00418,C0040,Medisource Pharmacy Pune Branch 5 Pvt. Ltd.,SP002,MET 500MG,2026-02-17,18,120.0,2160.0
T00419,C0001,Apollo Hospitals Hyderabad Branch 1,SP006,CETI 10MG,2026-05-22,35,185.5,6492.5
T00420,C0076,Carewell Medical Centre Pune Branch 10,SP002,MET 500MG,2026-01-02,10,240.0,2400.0
T00421,C0097,Apollo Hospitals Hyderabad Branch 13,SP005,OMEP 20MG,2026-06-15,19,75.0,1425.0
T00422,C0118,Lifeline Hospital Pune Branch 15,SP005,OMEP 20MG,2026-05-20,26,42.5,1105.0
T00423,C0040,Medisource Pharmacy Pune Branch 5 Pvt. Ltd.,SP006,CETI 10MG,2026-04-20,43,120.0,5160.0
T00424,C0057,Aarav Pharmacy Mumbai 057,SP003,ATORVA 10MG,2026-06-03,39,75.0,2925.0
T00425,C0046,Lifeline Hospital Pune Branch 6,SP001,AMOX 500MG,2026-03-18,15,120.0,1800.0
T00426,C0069,Rohan Pharmacy Mumbai 069,SP002,MET 500MG,2026-01-27,5,240.0,1200.0
T00427,C0072,Nisha Pharmacy Delhi 072 Pvt. Ltd.,SP003,ATORVA 10MG,2026-01-24,36,120.0,4320.0
T00428,C0111,Arjun Pharmacy Mumbai 111,SP006,CETI 10MG,2026-03-03,8,240.0,1920.0
T00429,C0025,Apollo Hospitals Hyderabad Branch 4,SP004,PCM 650MG,2026-01-27,25,75.0,1875.0
T00430,C0069,Rohan Pharmacy Mumbai 069,SP001,AMOX 500MG,2026-03-22,2,75.0,150.0
T00431,C0091,Green Valley Pharmacy Hyderabad Branch 12,SP004,PCM 650MG,2026-03-27,12,42.5,510.0
T00432,C0074,Sunrise Clinic Bangalore Branch 10,SP002,MET 500MG,2026-04-22,16,185.5,2968.0
T00433,C0067,Green Valley Pharmacy Hyderabad Branch 9,SP004,PCM 650MG,2026-02-13,31,240.0,7440.0
T00434,C0089,Apollo Hospitals Chennai Branch 12,SP006,CETI 10MG,2026-02-10,3,120.0,360.0
T00435,C0017,Apollo Hospitals Chennai Branch 3,SP003,ATORVA 10MG,2026-06-28,11,42.5,467.5
T00436,C0096,Nisha Pharmacy Delhi 096 Pvt. Ltd.,SP003,ATORVA 10MG,2026-02-03,34,240.0,8160.0
T00437,C0074,Sunrise Clinic Bangalore Branch 10,SP003,ATORVA 10MG,2026-07-14,31,240.0,7440.0
T00438,C0117,Rohan Pharmacy Mumbai 117,SP005,OMEP 20MG,2026-06-08,1,120.0,120.0
T00439,C0064,Medisource Pharmacy Pune Branch 8 Pvt. Ltd.,SP001,AMOX 500MG,2026-01-07,40,42.5,1700.0
T00440,C0002,Sunrise Clinic Bangalore Branch 1,SP001,AMOX 500MG,2026-02-26,12,42.5,510.0
T00441,C0108,Kavya Pharmacy Delhi 108,SP002,MET 500MG,2026-07-25,11,185.5,2040.5
T00442,C0101,Zenith Diagnostics Chennai Branch 13,SP006,CETI 10MG,2026-02-26,40,75.0,3000.0
T00443,C0045,Rohan Pharmacy Mumbai 045,SP003,ATORVA 10MG,2026-05-18,23,240.0,5520.0
T00444,C0058,Sunrise Clinic Pune Branch 8,SP006,CETI 10MG,2026-06-07,48,240.0,11520.0
T00445,C0004,Carewell Medical Centre Pune Branch 1,SP002,MET 500MG,2026-07-17,3,75.0,225.0
T00446,C0110,  lifeline hospital bangalore branch 14  ,SP004,PCM 650MG,2026-07-04,22,120.0,2640.0
T00447,C0118,Lifeline Hospital Pune Branch 15,SP006,CETI 10MG,2026-07-11,27,240.0,6480.0
T00448,C0015,Arjun Pharmacy Mumbai 015,SP002,MET 500MG,2026-04-07,6,240.0,1440.0
T00449,C0107,Green Valley Pharmacy Chennai Branch 14,SP001,AMOX 500MG,2026-04-01,28,240.0,6720.0
T00450,C0065,Apollo Hospitals Chennai Branch 9,SP004,PCM 650MG,2026-04-03,11,120.0,1320.0
T00451,C0065,Apollo Hospitals Chennai Branch 9,SP004,PCM 650MG,2026-05-11,14,75.0,1050.0
T00452,C0065,Apollo Hospitals Chennai Branch 9,SP002,MET 500MG,2026-06-01,22,75.0,1650.0
T00453,C0087,Arjun Pharmacy Mumbai 087,SP004,PCM 650MG,2026-06-12,41,185.5,7605.5
T00454,C0101,Zenith Diagnostics Chennai Branch 13,SP004,PCM 650MG,2026-01-03,5,75.0,375.0
T00455,C0093,Rohan Pharmacy Mumbai 093,SP005,OMEP 20MG,2026-03-14,40,240.0,9600.0
T00456,C0016,Medisource Pharmacy Pune Branch 2 Pvt. Ltd.,SP006,CETI 10MG,2026-06-16,30,42.5,1275.0
T00457,C0044,  carewell medical centre bangalore branch 6  ,SP001,AMOX 500MG,2026-05-09,17,240.0,4080.0
T00458,C0046,Lifeline Hospital Pune Branch 6,SP006,CETI 10MG,2026-03-17,16,240.0,3840.0
T00459,C0084,Kavya Pharmacy Delhi 084,SP002,MET 500MG,2026-06-21,9,185.5,1669.5
T00460,C0018,Diya Pharmacy Delhi 018,SP005,OMEP 20MG,2026-04-26,24,185.5,4452.0
T00461,C0093,Rohan Pharmacy Mumbai 093,SP005,OMEP 20MG,2026-06-22,20,120.0,2400.0
T00462,C0100,Carewell Medical Centre Pune Branch 13,SP004,PCM 650MG,2026-02-03,2,120.0,240.0
T00463,C0111,Arjun Pharmacy Mumbai 111,SP001,AMOX 500MG,2026-01-14,34,120.0,4080.0
T00464,C0037,Zenith Diagnostics Hyderabad Branch 5,SP004,PCM 650MG,2026-06-28,33,240.0,7920.0
T00465,C0025,Apollo Hospitals Hyderabad Branch 4,SP003,ATORVA 10MG,2026-01-25,1,42.5,42.5
T00466,C0064,Medisource Pharmacy Pune Branch 8 Pvt. Ltd.,SP001,AMOX 500MG,2026-02-21,23,42.5,977.5
T00467,C0018,Diya Pharmacy Delhi 018,SP005,OMEP 20MG,2026-04-02,26,42.5,1105.0
T00468,C0095,Nova Health Distributors Chennai Branch 12,SP004,PCM 650MG,2026-02-23,21,120.0,2520.0
T00469,C0115,Green Valley Pharmacy Hyderabad Branch 15,SP005,OMEP 20MG,2026-01-06,22,120.0,2640.0
T00470,C0029,Zenith Diagnostics Chennai Branch 4,SP005,OMEP 20MG,2026-01-10,38,185.5,7049.0
T00471,C0094,Lifeline Hospital Pune Branch 12,SP005,OMEP 20MG,2026-03-27,31,120.0,3720.0
T00472,C0097,Apollo Hospitals Hyderabad Branch 13,SP002,MET 500MG,2026-06-19,42,42.5,1785.0
